Interval Start Date/Time,Net Consumption (kWh),Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C)
,,,,,
2021-02-09 00:00,27.28,-9,-18.4,-13.7,31.7
2021-02-10 00:00,43.36,-10.6,-19,-14.8,32.8
2021-02-11 00:00,50.61,-12.2,-20.1,-16.1,34.1
2021-02-12 00:00,48.51,-11.5,-19,-15.3,33.3
2021-02-13 00:00,37.64,-8.5,-14.5,-11.5,29.5
2021-02-14 00:00,24.75,-1,-14.2,-7.6,25.6
2021-02-15 00:00,22.45,-1.1,-6.4,-3.8,21.8
2021-02-16 00:00,20.41,1.1,-6.4,-2.7,20.7
2021-02-17 00:00,19.39,4.6,-5.2,-0.3,18.3
2021-02-18 00:00,24.12,-1.2,-7,-4.1,22.1
2021-02-19 00:00,20.42,2.2,-7.3,-2.5,20.5
2021-02-20 00:00,15.86,4.1,-6.2,-1,19
2021-02-21 00:00,14.71,13.2,2.8,8,10
2021-02-22 00:00,11.49,12.9,0.2,6.6,11.4
2021-02-23 00:00,13.26,6.1,-2.6,1.7,16.3
2021-02-24 00:00,16.31,7,-2.2,2.4,15.6
2021-02-25 00:00,13.13,7.3,2.2,4.8,13.2
2021-02-26 00:00,16.77,7.2,-0.3,3.5,14.5
2021-02-27 00:00,12.4,7.4,-0.9,3.3,14.7
2021-02-28 00:00,16.51,4.5,0,2.2,15.8
2021-03-01 00:00,10.92,15.9,1.8,8.9,9.1
2021-03-02 00:00,10.7,9.3,-1.2,4,14
2021-03-03 00:00,12.4,6.3,0.3,3.3,14.7
2021-03-04 00:00,12.25,14,-1.3,6.3,11.7
2021-03-05 00:00,8.93,16.3,4.2,10.2,7.8
2021-03-06 00:00,12.19,12.5,1.1,6.8,11.2
2021-03-07 00:00,11.3,12.1,1.9,7,11
2021-03-08 00:00,14.25,10.3,-3.7,3.3,14.7
2021-03-09 00:00,17.86,8.2,-5.3,1.4,16.6
2021-03-10 00:00,12.56,7.9,-4,1.9,16.1
2021-03-11 00:00,16.2,8,-7.5,0.3,17.7
2021-03-12 00:00,13.84,14.4,2.4,8.4,9.6
2021-03-13 00:00,12.2,11.5,0.4,6,12
2021-03-14 00:00,13.27,14.5,3.3,8.9,9.1
2021-03-15 00:00,12.58,9.4,0.1,4.8,13.2
2021-03-16 00:00,14.57,11.5,-5.6,3,15
2021-03-17 00:00,12.99,12,-3.7,4.2,13.8
2021-03-18 00:00,11.79,18.6,0.8,9.7,8.3
2021-03-19 00:00,16.67,15.2,2.2,8.7,9.3
2021-03-20 00:00,10.43,14,3.8,8.9,9.1
2021-03-21 00:00,12.09,9.2,1.8,5.5,12.5
2021-03-22 00:00,14.52,12,-0.2,5.9,12.1
2021-03-23 00:00,10.9,10.4,-3.4,3.5,14.5
2021-03-24 00:00,9.99,12.6,4.8,8.7,9.3
2021-03-25 00:00,11.36,12.6,2.3,7.5,10.5
2021-03-26 00:00,14.02,9.3,-1.8,3.7,14.3
2021-03-27 00:00,9.02,15,1.9,8.5,9.5
2021-03-28 00:00,10.46,14.9,1,7.9,10.1
2021-03-29 00:00,10.05,7.1,-0.8,3.2,14.8
2021-03-30 00:00,14.36,11.7,-4,3.8,14.2
2021-03-31 00:00,11.75,15.1,-1.3,6.9,11.1
2021-04-01 00:00,10.3,18.5,7.7,13.1,4.9
2021-04-02 00:00,12.45,15,1,8,10
2021-04-03 00:00,11.81,17.7,-0.1,8.8,9.2
2021-04-04 00:00,13.88,10.7,2,6.4,11.6
2021-04-05 00:00,11.87,16.4,-4,6.2,11.8
2021-04-06 00:00,10.77,14.4,-1.5,6.5,11.5
2021-04-07 00:00,10.59,14.8,2.9,8.9,9.1
2021-04-08 00:00,11.65,11.5,0.2,5.8,12.2
2021-04-09 00:00,14.5,12.5,4,8.3,9.7
2021-04-10 00:00,10.72,9.7,0.7,5.2,12.8
2021-04-11 00:00,11.2,12.5,-1.8,5.3,12.7
2021-04-12 00:00,11.59,13.9,0.8,7.4,10.6
2021-04-13 00:00,14.73,16.5,-3.5,6.5,11.5
2021-04-14 00:00,8.56,21,-2.9,9.1,8.9
2021-04-15 00:00,9.11,23.9,0.5,12.2,5.8
2021-04-16 00:00,7.51,25.4,1.8,13.6,4.4
2021-04-17 00:00,8.35,26.6,3.2,14.9,3.1
2021-04-18 00:00,8.1,22.3,5.2,13.8,4.2
2021-04-19 00:00,11.93,18.4,0.4,9.4,8.6
2021-04-20 00:00,10.6,21.3,0.4,10.8,7.2
2021-04-21 00:00,11.19,21.6,1.9,11.8,6.2
2021-04-22 00:00,9.31,16,6.1,11,7
2021-04-23 00:00,9.02,17.5,0.4,8.9,9.1
2021-04-24 00:00,9.51,17.1,6.6,11.9,6.1
2021-04-25 00:00,7.85,16.9,7.5,12.2,5.8
2021-04-26 00:00,8.97,20.4,0.1,10.3,7.7
2021-04-27 00:00,8.45,18.1,2.8,10.5,7.5
2021-04-28 00:00,9.52,20.8,5.4,13.1,4.9
2021-04-29 00:00,8.59,18.4,10,14.2,3.8
2021-04-30 00:00,11.73,23.4,10.5,17,1
2021-05-01 00:00,9.14,17.1,4.3,10.7,7.3
2021-05-02 00:00,8.7,20.3,3.1,11.7,6.3
2021-05-03 00:00,9.6,17.3,2.9,10.1,7.9
2021-05-04 00:00,8.75,19.8,3.7,11.8,6.2
2021-05-05 00:00,8.53,21.2,2.1,11.7,6.3
2021-05-06 00:00,8.2,20.8,10.7,15.8,2.2
2021-05-07 00:00,10.74,14.7,5.5,10.1,7.9
2021-05-08 00:00,8.86,17.5,3.4,10.4,7.6
2021-05-09 00:00,7.5,19.5,6.7,13.1,4.9
2021-05-10 00:00,8.52,18.4,5.8,12.1,5.9
2021-05-11 00:00,8.05,22.1,2.5,12.3,5.7
2021-05-12 00:00,9.26,15.6,10,12.8,5.2
2021-05-13 00:00,9.73,23.8,9.5,16.6,1.4
2021-05-14 00:00,8.6,26.1,8.5,17.3,0.7
2021-05-15 00:00,11.49,28.1,7.5,17.8,0.2
2021-05-16 00:00,9.68,30.9,10.5,20.7,0
2021-05-17 00:00,7.89,21.2,14.4,17.8,0.2
2021-05-18 00:00,8.8,15.4,6,10.7,7.3
2021-05-19 00:00,8.87,14.2,2.3,8.2,9.8
2021-05-20 00:00,10.45,19.4,2.5,10.9,7.1
2021-05-21 00:00,11.63,23.2,4.6,13.9,4.1
2021-05-22 00:00,9.58,26.2,3.9,15,3
2021-05-23 00:00,10.59,27.9,10.6,19.3,0
2021-05-24 00:00,13.25,24.7,14.6,19.6,0
2021-05-25 00:00,10.92,23,11.9,17.4,0.6
2021-05-26 00:00,8.58,22.7,7,14.8,3.2
2021-05-27 00:00,8.64,21.7,12.8,17.3,0.7
2021-05-28 00:00,8.28,20.5,9.5,15,3
2021-05-29 00:00,9.88,25.3,4.9,15.1,2.9
2021-05-30 00:00,12.79,23.5,7.5,15.5,2.5
2021-05-31 00:00,10.98,30.6,9.8,20.2,0
2021-06-01 00:00,16.45,33.4,15.8,24.6,0
2021-06-02 00:00,18.12,35.5,12.3,23.9,0
2021-06-03 00:00,14.92,29.3,16.3,22.8,0
2021-06-04 00:00,11.37,25.3,12.9,19.1,0
2021-06-05 00:00,8.44,20.9,10.9,15.9,2.1
2021-06-06 00:00,9.6,17.7,7.4,12.5,5.5
2021-06-07 00:00,9.92,20.3,8.8,14.5,3.5
2021-06-08 00:00,8.41,20,7.4,13.7,4.3
2021-06-09 00:00,8.52,22.5,9.7,16.1,1.9
2021-06-10 00:00,8.99,20.8,6.3,13.6,4.4
2021-06-11 00:00,8.96,19.8,7.7,13.7,4.3
2021-06-12 00:00,6.18,25.9,9.9,17.9,0.1
2021-06-13 00:00,8.22,23.7,16,19.8,0
2021-06-14 00:00,12.01,25.4,15,20.2,0
2021-06-15 00:00,13.34,24.8,12.6,18.7,0
2021-06-16 00:00,14.46,26.2,9.3,17.8,0.2
2021-06-17 00:00,12.92,29.3,10.2,19.7,0
2021-06-18 00:00,12.4,29,11.6,20.3,0
2021-06-19 00:00,10.26,23.6,14,18.8,0
2021-06-20 00:00,12.54,29.6,11.9,20.7,0
2021-06-21 00:00,18.41,34,13.3,23.6,0
2021-06-22 00:00,20.49,34.9,15.7,25.3,0
2021-06-23 00:00,15.46,33.1,16.1,24.6,0
2021-06-24 00:00,13.79,29.1,17.3,23.2,0
2021-06-25 00:00,20.24,36.3,17.1,26.7,0
2021-06-26 00:00,24.19,39.8,18.8,29.3,0
2021-06-27 00:00,28.5,43.2,19.1,31.2,0
2021-06-28 00:00,27.94,44.9,21.3,33.1,0
2021-06-29 00:00,31.34,46.2,24.6,35.4,0
2021-06-30 00:00,31.22,45.3,26.4,35.9,0
2021-07-01 00:00,28.51,35.7,21.3,28.5,0
2021-07-02 00:00,18.51,33.3,17.7,25.5,0
2021-07-03 00:00,18.07,33.9,17.3,25.6,0
2021-07-04 00:00,18.52,31.5,18.9,25.2,0
2021-07-05 00:00,17.69,29.8,19.8,24.8,0
2021-07-06 00:00,15.81,34.1,15.9,25,0
2021-07-07 00:00,13.78,31.8,17,24.4,0
2021-07-08 00:00,15.94,32,13.9,22.9,0
2021-07-09 00:00,16.32,34.1,17.7,25.9,0
2021-07-10 00:00,18.78,35.1,17.5,26.3,0
2021-07-11 00:00,18.53,34.1,21,27.6,0
2021-07-12 00:00,16.36,34.6,16.2,25.4,0
2021-07-13 00:00,18.7,37.1,16.6,26.8,0
2021-07-14 00:00,16.5,34.2,17.4,25.8,0
2021-07-15 00:00,16.49,32.8,15.3,24.1,0
2021-07-16 00:00,13.49,32.4,15.8,24.1,0
2021-07-17 00:00,15.63,31.3,15.5,23.4,0
2021-07-18 00:00,19.76,32.5,13.3,22.9,0
2021-07-19 00:00,17.45,35,13.8,24.4,0
2021-07-20 00:00,16.54,32.7,16,24.4,0
2021-07-21 00:00,13.04,28.2,13.7,20.9,0
2021-07-22 00:00,12.11,25.7,14.9,20.3,0
2021-07-23 00:00,12.05,28.4,14,21.2,0
2021-07-24 00:00,14.36,31.5,13.1,22.3,0
2021-07-25 00:00,17.7,31.5,15.4,23.5,0
2021-07-26 00:00,21.19,31.7,14.5,23.1,0
2021-07-27 00:00,14,31.7,15.3,23.5,0
2021-07-28 00:00,16.17,32.5,14.3,23.4,0
2021-07-29 00:00,14.86,33,15.6,24.3,0
2021-07-30 00:00,14.74,32,15.8,23.9,0
2021-07-31 00:00,16.41,26.9,15.4,21.1,0
2021-08-01 00:00,14.73,25,18.7,21.9,0
2021-08-02 00:00,18.24,29.6,16.9,23.3,0
2021-08-03 00:00,17.77,34.3,16.2,25.2,0
2021-08-04 00:00,15.74,34.7,15.8,25.2,0
2021-08-05 00:00,17.34,33.6,14.8,24.2,0
2021-08-06 00:00,9.76,27.9,18.8,23.4,0
2021-08-07 00:00,13.71,26.6,16.1,21.3,0
2021-08-08 00:00,11.71,24.4,16.1,20.2,0
2021-08-09 00:00,18.18,31.1,12.4,21.7,0
2021-08-10 00:00,16.46,32.1,18.6,25.3,0
2021-08-11 00:00,21.14,36.4,15.1,25.7,0
2021-08-12 00:00,15.39,33.9,17.4,25.7,0
2021-08-13 00:00,17.5,30,14.2,22.1,0
2021-08-14 00:00,14.13,30.3,15.6,23,0
2021-08-15 00:00,16.15,29.6,18.2,23.9,0
2021-08-16 00:00,16.21,23.3,15.3,19.3,0
2021-08-17 00:00,15.1,23.6,12.6,18.1,0
2021-08-18 00:00,11.75,28.6,9.6,19.1,0
2021-08-19 00:00,12.27,26.5,18.3,22.4,0
2021-08-20 00:00,10.61,23.9,13,18.4,0
2021-08-21 00:00,11.96,28.4,11.4,19.9,0
2021-08-22 00:00,12.75,19.8,10.2,15,3
2021-08-23 00:00,12.82,18.9,11.2,15.1,2.9
2021-08-24 00:00,9.29,24,7.6,15.8,2.2
2021-08-25 00:00,11.16,28.1,9.5,18.8,0
2021-08-26 00:00,10.22,24.9,10.4,17.7,0.3
2021-08-27 00:00,9.79,23.4,11.7,17.6,0.4
2021-08-28 00:00,11.76,27.8,9,18.4,0
2021-08-29 00:00,12.6,28.2,10.1,19.2,0
2021-08-30 00:00,9.87,26.1,10.3,18.2,0
2021-08-31 00:00,13.94,17.3,11.5,14.4,3.6
2021-09-01 00:00,7.18,21.8,12.5,17.2,0.8
2021-09-02 00:00,7.95,24.7,6.8,15.7,2.3
2021-09-03 00:00,11.04,28.3,6.9,17.6,0.4
2021-09-04 00:00,10.39,19.7,8.2,14,4
2021-09-05 00:00,12.38,24.9,11.8,18.4,0
2021-09-06 00:00,14.33,26.9,9.3,18.1,0
2021-09-07 00:00,9.3,30.3,10,20.2,0
2021-09-08 00:00,8.51,25.3,15.3,20.3,0
2021-09-09 00:00,7.79,22.9,12.3,17.6,0.4
2021-09-10 00:00,9.92,23.8,10.3,17,1
2021-09-11 00:00,12.16,25,10,17.5,0.5
2021-09-12 00:00,12.38,24.3,12.8,18.6,0
2021-09-13 00:00,7.36,25.1,12.3,18.7,0
2021-09-14 00:00,11.41,15.5,8.8,12.2,5.8
2021-09-15 00:00,9.61,17.8,8.3,13.1,4.9
2021-09-16 00:00,9.02,19.3,7.5,13.4,4.6
2021-09-17 00:00,11.92,15.1,9.2,12.2,5.8
2021-09-18 00:00,13.84,20.5,9.8,15.2,2.8
2021-09-19 00:00,13.66,16.9,4.9,10.9,7.1
2021-09-20 00:00,8.99,21,5.8,13.4,4.6
2021-09-21 00:00,11.54,15.8,7.4,11.6,6.4
2021-09-22 00:00,8.54,21.7,12.4,17.1,0.9
2021-09-23 00:00,8.81,23.8,8.6,16.2,1.8
2021-09-24 00:00,7.95,22.2,8,15.1,2.9
2021-09-25 00:00,8.91,21.5,9.8,15.6,2.4
2021-09-26 00:00,8.1,23.3,14.6,19,0
2021-09-27 00:00,7.07,21.8,12.7,17.2,0.8
2021-09-28 00:00,7.24,18.1,8.6,13.4,4.6
2021-09-29 00:00,9.48,15.5,9.5,12.5,5.5
2021-09-30 00:00,10.74,16.8,7.4,12.1,5.9
2021-10-01 00:00,9.12,17.9,1.6,9.7,8.3
2021-10-02 00:00,12.03,17.1,9.7,13.4,4.6
2021-10-03 00:00,13.07,21.6,10.5,16,2
2021-10-04 00:00,8.66,18.3,8.2,13.2,4.8
2021-10-05 00:00,11.64,19,5.7,12.3,5.7
2021-10-06 00:00,10,14.3,2.9,8.6,9.4
2021-10-07 00:00,9.2,14.9,1.2,8,10
2021-10-08 00:00,12.81,14.6,2,8.3,9.7
2021-10-09 00:00,14.54,16.1,-0.4,7.9,10.1
2021-10-10 00:00,13.67,13.7,2.9,8.3,9.7
2021-10-11 00:00,15.59,13.3,0.2,6.8,11.2
2021-10-12 00:00,12.77,10.7,-0.2,5.2,12.8
2021-10-13 00:00,13.75,11.6,3.4,7.5,10.5
2021-10-14 00:00,15.39,13,-1.7,5.7,12.3
2021-10-15 00:00,13.14,11.4,5.2,8.3,9.7
2021-10-16 00:00,10.67,15.2,9.4,12.3,5.7
2021-10-17 00:00,10.81,14,9.3,11.7,6.3
2021-10-18 00:00,10.23,14.5,5,9.8,8.2
2021-10-19 00:00,14.32,12,1.4,6.7,11.3
2021-10-20 00:00,12.99,15,4,9.5,8.5
2021-10-21 00:00,12.14,15.4,5.1,10.2,7.8
2021-10-22 00:00,10.19,13.6,10.1,11.8,6.2
2021-10-23 00:00,12.96,15.8,2.2,9,9
2021-10-24 00:00,12.06,14.2,7,10.6,7.4
2021-10-25 00:00,10.42,15.2,6.9,11,7
2021-10-26 00:00,12.29,15.9,8.7,12.3,5.7
2021-10-27 00:00,10.41,15.2,2.5,8.8,9.2
2021-10-28 00:00,11.6,8.8,4.6,6.7,11.3
2021-10-29 00:00,16.35,9.1,1.3,5.2,12.8
2021-10-30 00:00,21.77,6.6,-4.4,1.1,16.9
2021-10-31 00:00,20.9,5.5,-5.2,0.1,17.9
2021-11-01 00:00,17.77,4.7,-5.9,-0.6,18.6
2021-11-02 00:00,17.68,9.4,-0.5,4.5,13.5
2021-11-03 00:00,15.39,8.5,5.8,7.2,10.8
2021-11-04 00:00,11.68,13.5,7.2,10.4,7.6
2021-11-05 00:00,10.31,13.3,3.3,8.3,9.7
2021-11-06 00:00,10.97,8.8,1.3,5.1,12.9
2021-11-07 00:00,14.79,10.3,1.9,6.1,11.9
2021-11-08 00:00,11.84,8.4,-0.9,3.8,14.2
2021-11-09 00:00,12.61,12.4,4.1,8.2,9.8
2021-11-10 00:00,11.96,10,-1.1,4.4,13.6
2021-11-11 00:00,14.75,8.5,0.3,4.4,13.6
2021-11-12 00:00,13.86,10,1.8,5.9,12.1
2021-11-13 00:00,13.06,7.8,-0.9,3.5,14.5
2021-11-14 00:00,15.23,5.7,3.1,4.4,13.6
2021-11-15 00:00,9.22,12.4,4.4,8.4,9.6
2021-11-16 00:00,19.83,6.6,-3.6,1.5,16.5
2021-11-17 00:00,10.99,0.9,-5.6,-2.3,20.3
2021-11-18 00:00,16.48,0.7,-1.4,-0.4,18.4
2021-11-19 00:00,17.84,2.8,-7.1,-2.1,20.1
2021-11-20 00:00,18.67,1.9,-7.6,-2.8,20.8
2021-11-21 00:00,16.64,4.1,-2,1,17
2021-11-22 00:00,10.78,9.5,1.7,5.6,12.4
2021-11-23 00:00,11.56,7.2,-2.2,2.5,15.5
2021-11-24 00:00,18.62,4.2,-5.5,-0.7,18.7
2021-11-25 00:00,16.15,7.1,3.3,5.2,12.8
2021-11-26 00:00,11.35,8.8,-0.4,4.2,13.8
2021-11-27 00:00,14.65,4.9,-1,2,16
2021-11-28 00:00,16.06,6.2,3.2,4.7,13.3
2021-11-29 00:00,10.44,8.6,3,5.8,12.2
2021-11-30 00:00,11.68,13.4,5.9,9.6,8.4
2021-12-01 00:00,8.87,12.7,4.8,8.7,9.3
2021-12-02 00:00,9.31,6.9,-0.2,3.4,14.6
2021-12-03 00:00,12.99,2.3,-3.6,-0.6,18.6
2021-12-04 00:00,20.74,-0.8,-7.1,-4,22
2021-12-05 00:00,18.96,1.1,-9.4,-4.1,22.1
2021-12-06 00:00,15.99,-3,-6.1,-4.6,22.6
2021-12-07 00:00,22.34,-0.4,-4.9,-2.7,20.7
2021-12-08 00:00,17.11,4.5,-6.4,-0.9,18.9
2021-12-09 00:00,17.13,-3.4,-10.5,-7,25
2021-12-10 00:00,20.68,1.9,-6.6,-2.4,20.4
2021-12-11 00:00,20.49,8,1.5,4.8,13.2
2021-12-12 00:00,19.25,5.5,-1.9,1.8,16.2
2021-12-13 00:00,16.07,4.4,-1.8,1.3,16.7
2021-12-14 00:00,14.71,0.9,-9.3,-4.2,22.2
2021-12-15 00:00,19.58,-4.7,-10.7,-7.7,25.7
2021-12-16 00:00,18.68,-1.5,-8.4,-5,23
2021-12-17 00:00,21.12,-7.7,-16.6,-12.2,30.2
2021-12-18 00:00,24.91,-2.6,-8.8,-5.7,23.7
2021-12-19 00:00,21.95,-1.1,-10.1,-5.6,23.6
2021-12-20 00:00,17.81,-6.5,-9.2,-7.8,25.8
2021-12-21 00:00,24.08,-7.9,-13.9,-10.9,28.9
2021-12-22 00:00,19.71,0.9,-8.1,-3.6,21.6
2021-12-23 00:00,21.24,0.6,-5.4,-2.4,20.4
2021-12-24 00:00,19.65,-5.4,-11.1,-8.3,26.3
2021-12-25 00:00,26.07,-10.9,-18,-14.4,32.4
2021-12-26 00:00,32.61,-18,-23.6,-20.8,38.8
2021-12-27 00:00,37.44,-21.4,-27.7,-24.5,42.5
2021-12-28 00:00,35.98,-17.3,-22.1,-19.7,37.7
2021-12-29 00:00,31.17,-16.3,-24,-20.1,38.1
2021-12-30 00:00,25.99,-14.4,-20.9,-17.7,35.7
2021-12-31 00:00,24,-16.3,-26.6,-21.5,39.5
2022-01-01 00:00,33.03,-7.4,-22.7,-15.1,33.1
2022-01-02 00:00,26.54,-2.6,-7.6,-5.1,23.1
2022-01-03 00:00,23.76,0.8,-8,-3.6,21.6
2022-01-04 00:00,23.48,-8,-14.1,-11,29
2022-01-05 00:00,28.81,-14,-18.3,-16.2,34.2
2022-01-06 00:00,25.18,-12.8,-17.2,-15,33
2022-01-07 00:00,26.55,-7.5,-13.1,-10.3,28.3
2022-01-08 00:00,27.11,-7.6,-17.3,-12.5,30.5
2022-01-09 00:00,24.24,-4.5,-11.7,-8.1,26.1
2022-01-10 00:00,16.68,1.7,-7.2,-2.8,20.8
2022-01-11 00:00,19.51,3.6,0.5,2.1,15.9
2022-01-12 00:00,14.94,3.5,0.6,2.1,15.9
2022-01-13 00:00,14.58,4,1,2.5,15.5
2022-01-14 00:00,16.7,4.3,1,2.7,15.3
2022-01-15 00:00,17.44,4.6,-2.6,1,17
2022-01-16 00:00,17,2.5,-2,0.3,17.7
2022-01-17 00:00,13.94,3.4,-2.1,0.6,17.4
2022-01-18 00:00,12.68,5.7,-0.9,2.4,15.6
2022-01-19 00:00,15.1,0.8,-2.5,-0.9,18.9
2022-01-20 00:00,15.75,2.2,-1.5,0.3,17.7
2022-01-21 00:00,14.08,3.9,-4.9,-0.5,18.5
2022-01-22 00:00,17.85,-1.6,-8.3,-4.9,22.9
2022-01-23 00:00,20.61,0,-2.3,-1.2,19.2
2022-01-24 00:00,15.65,1.3,-5.9,-2.3,20.3
2022-01-25 00:00,16.17,-0.2,-5.5,-2.9,20.9
2022-01-26 00:00,12.58,-0.5,-2.4,-1.5,19.5
2022-01-27 00:00,16.45,-0.6,-5.3,-2.9,20.9
2022-01-28 00:00,19.59,-1.4,-8.1,-4.7,22.7
2022-01-29 00:00,21.5,0.5,-4.5,-2,20
2022-01-30 00:00,23.95,2.1,-1,0.6,17.4
2022-01-31 00:00,12.05,4.2,-4.2,0,18
2022-02-01 00:00,15.33,1.3,-8,-3.3,21.3
2022-02-02 00:00,20.79,-7.1,-12.4,-9.7,27.7
2022-02-03 00:00,16.71,-2.9,-10.2,-6.5,24.5
